,name,full_name,age,height,nationality,place_of_birth,price,max_price,position,shirt_nr,foot,club,contract_expires,joined_club,player_agent,outfitter,league
840,Ermedin Demirovic,Ermedin Demirović,25,1.85,Bosnia-Herzegovina  Germany,Hamburg,12.0,12.0,Attack - Centre-Forward,9,right,FC Augsburg,2026-06-30,2022-07-08,PRO Profil GmbH,Nike,Bundesliga
841,Mergim Berisha,,25,1.88,Germany,Berchtesgaden,12.0,12.0,Attack - Centre-Forward,11,right,FC Augsburg,2023-06-30,2022-08-31,ROGON,adidas,Bundesliga
842,Dion Beljo,Dion Drena Beljo,21,1.95,Croatia,Zagreb,6.5,6.5,Attack - Centre-Forward,7,left,FC Augsburg,2027-06-30,2023-01-13,ROOF,,Bundesliga
843,Kelvin Yeboah,Kelvin Kwarteng Yeboah,23,1.85,Italy  Ghana,Accra,3.5,5.5,Attack - Centre-Forward,45,right,FC Augsburg,2023-06-30,2023-01-18,P&P Sport ...,,Bundesliga
844,Irvin Cardona,,25,1.85,France  Malta,Nîmes,2.5,8.0,Attack - Centre-Forward,48,right,FC Augsburg,2027-06-30,2023-01-18,Wasserman,,Bundesliga
845,Florian Müller,,25,1.9,Germany,Saarlouis,1.5,10.0,Goalkeeper,1,left,VfB Stuttgart,2025-06-30,2021-07-01,PRO Profil GmbH,,Bundesliga
846,Fabian Bredlow,,28,1.9,Germany,Berlin,1.5,1.5,Goalkeeper,33,both,VfB Stuttgart,2024-06-30,2019-07-01,SEG,,Bundesliga
847,Florian Schock,,21,2.0,Germany,Ostfildern,0.2,0.2,Goalkeeper,42,right,VfB Stuttgart,2024-06-30,2021-09-07,Relatives,,Bundesliga
848,Konstantinos Mavropanos,Κωνσταντίνος Μαυροπάνος,25,1.94,Greece,Athens,15.0,17.0,Defender - Centre-Back,5,right,VfB Stuttgart,2025-06-30,2022-07-01,Konstantinos Farras,,Bundesliga
849,Hiroki Ito,伊藤 洋輝,24,1.88,Japan,"Hamamatsu, Shizuoka",7.5,7.5,Defender - Centre-Back,21,left,VfB Stuttgart,2025-06-30,2022-07-01,Universal Sports ...,,Bundesliga
850,Waldemar Anton,Рипцов-Антон Владимир Александрович,26,1.89,Germany,Almalyk,4.5,15.0,Defender - Centre-Back,2,right,VfB Stuttgart,2025-06-30,2020-07-28,AKA Global GmbH,Puma,Bundesliga
851,Dan-Axel Zagadou,,23,1.96,France  Cote d'Ivoire,Créteil,3.5,35.0,Defender - Centre-Back,23,left,VfB Stuttgart,2026-06-30,2022-09-19,,,Bundesliga
852,Antonis Aidonis,,21,1.86,Germany  Greece,Neustadt an der Weinstraße,0.35,0.5,Defender - Centre-Back,37,right,VfB Stuttgart,2023-06-30,2020-07-24,MK Sport Consulting,Nike,Bundesliga
853,Borna Sosa,,25,1.87,Croatia  Germany,Zagreb,15.0,23.0,Defender - Left-Back,24,left,VfB Stuttgart,2025-06-30,2018-07-01,CAA Stellar,,Bundesliga
854,Josha Vagnoman,Josha Mamadou Karaboue Vagnoman,22,1.9,Germany  Cote d'Ivoire,Hamburg,5.0,5.0,Defender - Right-Back,4,right,VfB Stuttgart,2026-06-30,2022-07-09,FTC,adidas,Bundesliga
855,Pascal Stenzel,,27,1.83,Germany,Bünde,1.5,6.5,Defender - Right-Back,15,right,VfB Stuttgart,2024-06-30,2020-07-01,Unique Sports Group,,Bundesliga
856,Wataru Endo,遠藤 航,30,1.78,Japan,"Yokohama, Kanagawa",6.5,10.0,midfield - Defensive Midfield,3,right,VfB Stuttgart,2024-06-30,2020-07-01,Universal Sports ...,Puma,Bundesliga
857,Atakan Karazor,,26,1.91,Germany,Essen,4.5,4.5,midfield - Defensive Midfield,16,right,VfB Stuttgart,2026-06-30,2019-07-01,EMG Mundial,adidas,Bundesliga
858,Enzo Millot,,20,1.74,France  Martinique,Lucé,2.5,2.5,midfield - Central Midfield,8,left,VfB Stuttgart,2025-06-30,2021-08-14,Klan Soccer FZCO,,Bundesliga
859,Nikolas Nartey,Nikolas Terkelsen Nartey,23,1.85,Denmark  Ghana,"Bagsværd, Copenhagen",1.8,1.8,midfield - Central Midfield,28,left,VfB Stuttgart,2025-06-30,2019-08-29,Boutique Transfers,,Bundesliga
860,Genki Haraguchi,原口 元気,32,1.78,Japan,"Kumagaya, Saitama",2.0,4.5,midfield - Attacking Midfield,17,right,VfB Stuttgart,2024-06-30,2023-01-30,PRO Profil GmbH,Nike,Bundesliga
861,Lilian Egloff,,20,1.82,Germany,Heilbronn,1.5,1.5,midfield - Attacking Midfield,25,right,VfB Stuttgart,2024-06-30,2020-07-01,VIDA 11,,Bundesliga
862,Ömer Beyaz,Ömer Faruk Beyaz,19,1.71,Turkey,Istanbul,0.7,1.0,midfield - Attacking Midfield,30,left,VfB Stuttgart,2025-06-30,2021-07-01,M-Soccermanagement,Nike,Bundesliga
863,Laurin Ulrich,,18,1.8,Germany,Heidenheim an der Brenz,0.5,0.5,midfield - Attacking Midfield,36,right,VfB Stuttgart,2026-06-30,2022-07-01,Rummenigge Sport ...,Nike,Bundesliga
864,Silas,,24,1.89,DR Congo,Kinshasa,10.0,25.0,Attack - Right Winger,14,right,VfB Stuttgart,2026-06-30,2019-08-13,M-Soccermanagement,,Bundesliga
865,Chris Führich,,25,1.81,Germany,Castrop-Rauxel,4.0,4.0,Attack - Right Winger,22,right,VfB Stuttgart,2025-06-30,2021-07-19,KL Sportsbase,,Bundesliga
866,Tanguy Coulibaly,,22,1.78,France  Cote d'Ivoire,Sèvres,2.0,5.0,Attack - Right Winger,7,left,VfB Stuttgart,2023-06-30,2019-07-02,,,Bundesliga
867,Gil Dias,Gil Bastião Dias,26,1.86,Portugal,Gafanha da Nazaré,2.0,4.0,Attack - Right Winger,31,left,VfB Stuttgart,2025-06-30,2023-01-30,Ulisses Santos - ...,Nike,Bundesliga
868,Serhou Guirassy,Serhou Yadaly Guirassy,27,1.87,Guinea  France,Arles,10.0,15.0,Attack - Centre-Forward,9,right,VfB Stuttgart,2023-06-30,2022-09-01,Relatives,,Bundesliga
869,Tiago Tomás,Tiago Barreiros de Melo Tomás,20,1.8,Portugal,Cascais,7.0,7.0,Attack - Centre-Forward,10,right,VfB Stuttgart,2023-06-30,2022-01-30,Proeleven S.A.,,Bundesliga
870,Juan José Perea,Juan José Perea Mendoza,23,1.8,Colombia,Bogotá,2.4,2.4,Attack - Centre-Forward,11,right,VfB Stuttgart,2026-06-30,2022-07-08,Konstantinos Farras,adidas,Bundesliga
871,Luca Pfeiffer,,26,1.96,Germany,Bad Mergentheim,2.0,2.8,Attack - Centre-Forward,20,right,VfB Stuttgart,2026-06-30,2022-08-02,Haspel ...,,Bundesliga
872,Thomas Kastanaras,Θωμάς Καστανάρας,20,1.86,Germany  Greece,Stuttgart,0.7,0.7,Attack - Centre-Forward,39,,VfB Stuttgart,2025-06-30,2022-07-01,Unique Sports Group,Puma,Bundesliga
873,Alou Kuol,,21,1.81,Australia  Southern Sudan,Khartum,0.3,0.4,Attack - Centre-Forward,27,right,VfB Stuttgart,2025-06-30,2022-07-01,,,Bundesliga
874,Robin Zentner,,28,1.95,Germany,Rüdesheim am Rhein,5.0,5.0,Goalkeeper,27,right,1.FSV Mainz 05,2025-06-30,2014-07-01,W&K Fairplay,adidas,Bundesliga
875,Finn Dahmen,Finn Gilbert Dahmen,25,1.88,Germany  England,Wiesbaden,1.0,2.0,Goalkeeper,1,right,1.FSV Mainz 05,2023-06-30,2018-07-01,CN Sports,,Bundesliga
876,Lasse Rieß,Lasse Finn Rieß,21,1.91,Germany,Nieder-Olm,0.2,0.2,Goalkeeper,32,right,1.FSV Mainz 05,2025-06-30,2021-07-01,ROOF Talents,,Bundesliga
877,Maxim Leitsch,,24,1.89,Germany,Essen,3.5,5.0,Defender - Centre-Back,5,left,1.FSV Mainz 05,2026-06-30,2022-07-01,Sports360 GmbH,adidas,Bundesliga
878,Andreas Hanche-Olsen,Andreas Schjølberg Hanche-Olsen,26,1.85,Norway,Bodø,3.5,4.0,Defender - Centre-Back,25,right,1.FSV Mainz 05,2026-06-30,2023-01-13,Nordic Sky,,Bundesliga
879,Stefan Bell,,31,1.92,Germany,Andernach,2.5,6.0,Defender - Centre-Back,16,right,1.FSV Mainz 05,2024-06-30,2010-07-01,Haspel ...,adidas,Bundesliga
880,Alexander Hack,,29,1.93,Germany,Memmingen,2.5,3.0,Defender - Centre-Back,42,left,1.FSV Mainz 05,2024-06-30,2015-11-30,PRO Profil GmbH,,Bundesliga
881,Philipp Schulz,,17,1.88,Germany,,0.3,0.3,Defender - Centre-Back,45,right,1.FSV Mainz 05,2025-06-30,2022-07-01,Agent is known - Player under 18,,Bundesliga
882,Anthony Caci,,25,1.84,France,Forbach,8.5,8.5,Defender - Left-Back,19,right,1.FSV Mainz 05,2026-06-30,2022-07-01,W.Egal O.S.F.M.,,Bundesliga
883,Aarón Martín,Aarón Martín Caricol,26,1.8,Spain,Montmeló,7.0,20.0,Defender - Left-Back,3,left,1.FSV Mainz 05,2023-06-30,2019-07-01,BY AND FOR,,Bundesliga
884,Silvan Widmer,,30,1.83,Switzerland,Aarau,5.0,9.0,Defender - Right-Back,30,right,1.FSV Mainz 05,2026-06-30,2021-07-09,CAA Base Ltd,,Bundesliga
885,Danny da Costa,Danny Vieira da Costa,29,1.87,Germany  Angola,Neuss,2.0,15.0,Defender - Right-Back,21,right,1.FSV Mainz 05,2025-06-30,2022-07-01,Sports360 GmbH,Nike,Bundesliga
886,Anton Stach,,24,1.94,Germany,Buchholz in der Nordheide,15.0,15.0,midfield - Defensive Midfield,6,both,1.FSV Mainz 05,2024-06-30,2021-07-31,ROOF,,Bundesliga
887,Leandro Barreiro,Leandro Barreiro Martins,23,1.74,Luxembourg  Portugal,Erpeldingen,10.0,11.0,midfield - Central Midfield,8,right,1.FSV Mainz 05,2024-06-30,2018-07-01,CAA Stellar,,Bundesliga
888,Dominik Kohr,,29,1.83,Germany,Trier,4.0,8.5,midfield - Central Midfield,31,right,1.FSV Mainz 05,2026-06-30,2022-07-01,Sports360 GmbH,adidas,Bundesliga
889,Edimilson Fernandes,Edimilson Fernandes Ribeiro,27,1.9,Switzerland  Portugal,Sion,3.0,8.0,midfield - Central Midfield,20,right,1.FSV Mainz 05,2026-06-30,2019-07-01,IFM,,Bundesliga
890,Aymen Barkok,أيمن بركوك,24,1.89,Morocco  Germany,Frankfurt am Main,1.5,3.5,midfield - Central Midfield,4,right,1.FSV Mainz 05,2025-06-30,2022-07-01,Sports eXcellence ...,,Bundesliga
891,Eniss Shabani,,19,1.8,Germany  Kosovo,Gießen,0.2,0.2,midfield - Central Midfield,41,right,1.FSV Mainz 05,2025-06-30,2022-07-01,ASBW Sport Marketing,,Bundesliga
892,Jae-sung Lee,이재성,30,1.8,"Korea, South",Ulsan,4.0,4.0,midfield - Attacking Midfield,7,left,1.FSV Mainz 05,2024-06-30,2021-07-08,Unique Sports Group,,Bundesliga
893,Delano Burgzorg,,24,1.86,Netherlands  Suriname,Amsterdam,2.0,2.0,Attack - Left Winger,37,right,1.FSV Mainz 05,2025-06-30,2022-07-01,PURE,Puma,Bundesliga
894,Brajan Gruda,,18,1.78,Germany  Albania,Speyer,0.5,0.5,Attack - Right Winger,43,left,1.FSV Mainz 05,2026-06-30,2022-11-18,Robert Schneider,adidas,Bundesliga
895,Jonathan Burkardt,Jonathan Michael Burkardt,22,1.83,Germany,Darmstadt,12.0,17.0,Attack - Centre-Forward,29,right,1.FSV Mainz 05,2024-06-30,2018-07-01,PRO Profil GmbH,,Bundesliga
896,Ludovic Ajorque,,29,1.96,France  Réunion,Saint-Denis,9.0,16.0,Attack - Centre-Forward,17,left,1.FSV Mainz 05,2026-06-30,2023-01-24,Léandre Chouya,,Bundesliga
897,Marcus Ingvartsen,Marcus Højriis Ingvartsen,27,1.87,Denmark,Farum,4.5,4.5,Attack - Centre-Forward,11,left,1.FSV Mainz 05,2025-06-30,2022-07-01,People In Sport,,Bundesliga
898,Karim Onisiwo,,31,1.88,Austria,Wien,3.5,4.5,Attack - Centre-Forward,9,right,1.FSV Mainz 05,2024-06-30,2016-01-05,ROOF,,Bundesliga
899,Nelson Weiper,Nelson Felix Patrick Weiper,18,1.92,Germany  Albania,Mainz,2.5,2.5,Attack - Centre-Forward,44,right,1.FSV Mainz 05,2025-06-30,2022-07-01,ASBW Sport Marketing,,Bundesliga
900,Marlon Mustapha,Suliman-Marlon Mustapha,21,1.85,Austria,Wien,1.0,1.0,Attack - Centre-Forward,36,right,1.FSV Mainz 05,2024-06-30,2020-07-01,MD Sports,Puma,Bundesliga
901,Marvin Schwäbe,,28,1.9,Germany,Dieburg,5.0,5.0,Goalkeeper,20,right,1.FC Köln,2024-06-30,2021-07-01,CN Sports,adidas,Bundesliga
902,Timo Horn,,30,1.92,Germany,Köln,1.5,12.0,Goalkeeper,1,left,1.FC Köln,2023-06-30,2011-07-01,Sports360 GmbH,Puma,Bundesliga
903,Julian Roloff,,22,1.92,Germany,Grevenbroich,0.1,0.1,Goalkeeper,1,right,1.FC Köln II,2024-06-30,2023-01-15,DC International ...,Stanno,Other
904,Matthias Köbbing,,25,1.96,Germany,Koblenz,0.025,0.1,Goalkeeper,44,both,1.FC Köln,2025-06-30,2022-03-08,Haspel ...,,Bundesliga
905,Timo Hübers,Timo Bernd Hübers,26,1.9,Germany,Hildesheim,7.5,7.5,Defender - Centre-Back,4,right,1.FC Köln,2024-06-30,2021-07-01,Timo Hübers,,Bundesliga
906,Luca Kilian,Luca Jannis Kilian,23,1.92,Germany,Witten,4.5,4.5,Defender - Centre-Back,15,right,1.FC Köln,2025-06-30,2022-07-01,LK Management,,Bundesliga
907,Julian Chabot,Julian Jeffrey Gaston Chabot,25,1.95,Germany  France,Hanau,3.5,3.5,Defender - Centre-Back,24,left,1.FC Köln,2023-06-30,2022-01-26,PRO Profil GmbH,,Bundesliga
908,Nikola Soldo,,22,1.89,Croatia,Stuttgart,1.5,1.8,Defender - Centre-Back,5,right,1.FC Köln,2025-06-30,2022-09-01,P&P Sport ...,,Bundesliga
909,Rijad Smajic,,19,1.9,Bosnia-Herzegovina  Germany,Köln,0.2,0.2,Defender - Centre-Back,19,,1.FC Köln II,2025-06-30,2022-01-01,OLP Sports,,Other
910,Elias Bakatukanda,Elias-Geoffrey Bakatukanda,19,1.93,Germany  DR Congo,Köln,,,Defender - Centre-Back,5,both,1.FC Köln U19,2026-06-30,2021-07-01,FM Worldsport,,Other
911,Jonas Hector,,32,1.85,Germany,Saarbrücken,3.5,20.0,Defender - Left-Back,14,left,1.FC Köln,2023-06-30,2012-07-01,act SPORTS GROUP,adidas,Bundesliga
912,Kristian Pedersen,Kristian Majdahl Pedersen,28,1.89,Denmark,Ringsted,1.5,5.0,Defender - Left-Back,3,left,1.FC Köln,2024-06-30,2022-07-01,Boutique Transfers,,Bundesliga
913,Benno Schmitz,,28,1.82,Germany,München,3.0,3.0,Defender - Right-Back,2,right,1.FC Köln,2024-06-30,2018-07-01,Kögl & Partner GmbH,,Bundesliga
914,Ellyes Skhiri,إلياس صخيري,28,1.85,Tunisia  France,Lunel,13.0,13.0,midfield - Defensive Midfield,28,right,1.FC Köln,2023-06-30,2019-07-29,CAA Stellar,,Bundesliga
915,Dejan Ljubicic,,25,1.87,Austria,Wien,10.0,10.0,midfield - Defensive Midfield,7,right,1.FC Köln,2025-06-30,2021-07-01,Dirk Hebel,,Bundesliga
916,Eric Martel,,21,1.88,Germany,Straubing,6.5,6.5,midfield - Defensive Midfield,6,right,1.FC Köln,2026-06-30,2022-07-01,NGM SPORTS,,Bundesliga
917,Georg Strauch,,22,1.77,Germany,Bonn,0.2,0.2,midfield - Defensive Midfield,17,right,1.FC Köln II,2024-06-30,2020-07-01,Teamgeist ...,,Other
918,Denis Huseinbasic,Denis Huseinbašić,21,1.84,Germany  Bosnia-Herzegovina,Erbach (Odenwald),5.0,5.0,midfield - Central Midfield,8,right,1.FC Köln,2025-06-30,2022-07-01,ProfiSports Prskalo,Puma,Bundesliga
919,Mathias Olesen,Mathias Flaga Olesen,22,1.88,Luxembourg  Denmark,Kopenhagen,1.2,1.2,midfield - Central Midfield,47,both,1.FC Köln,2025-06-30,2022-02-04,PESM,,Bundesliga
920,Joshua Schwirten,,21,1.82,Germany,Bergisch Gladbach,0.2,0.2,midfield - Central Midfield,10,both,1.FC Köln II,2023-06-30,2021-07-01,CS,,Other
921,Kingsley Schindler,,29,1.83,Ghana  Germany,Hamburg,1.0,3.0,midfield - Right Midfield,17,right,1.FC Köln,2023-06-30,2019-07-01,11WINS,,Bundesliga
922,Florian Kainz,,30,1.76,Austria,Graz,4.0,4.5,Attack - Left Winger,11,both,1.FC Köln,2025-06-30,2019-01-18,YOU FIRST,,Bundesliga
923,Jan Thielmann,Jan Uwe Thielmann,20,1.78,Germany,Föhren,7.5,9.0,Attack - Right Winger,29,right,1.FC Köln,2024-06-30,2020-01-17,Relatives,,Bundesliga
924,Linton Maina,,23,1.8,Germany  Kenya,Berlin,4.5,9.0,Attack - Right Winger,37,right,1.FC Köln,2025-06-30,2022-07-01,ROOF,,Bundesliga
925,Dimitrios Limnios,Δημήτριος Λημνιός,24,1.78,Greece  Brazil,Volos,2.0,4.5,Attack - Right Winger,19,right,1.FC Köln,2024-06-30,2020-09-21,LIAN Sports Group,,Bundesliga
926,Steffen Tigges,,24,1.94,Germany,Osnabrück,3.5,3.5,Attack - Centre-Forward,21,left,1.FC Köln,2026-06-30,2022-07-01,GOOD ADVICE Sports ...,adidas,Bundesliga
927,Mark Uth,Mark-Alexander Uth,31,1.85,Germany,Köln,3.0,23.0,Attack - Centre-Forward,13,left,1.FC Köln,2025-06-30,2021-07-01,Sports360 GmbH,,Bundesliga
928,Sargis Adamyan,Սարգիս Ադամյան,29,1.84,Armenia,Yerevan,2.0,5.0,Attack - Centre-Forward,23,right,1.FC Köln,2026-06-30,2022-07-05,Karl M. Herzog ...,,Bundesliga
929,Tim Lemperle,,21,1.89,Germany,Frankfurt am Main,2.0,2.0,Attack - Centre-Forward,25,right,1.FC Köln,2025-06-30,2020-07-01,ROGON,Nike,Bundesliga
930,Davie Selke,,28,1.95,Germany,Schorndorf,1.8,20.0,Attack - Centre-Forward,27,right,1.FC Köln,2024-06-30,2023-01-02,Sports eXcellence ...,Puma,Bundesliga
931,Sebastian Andersson,Martin Sebastian Andersson,31,1.9,Sweden,Ängelholm,1.0,7.0,Attack - Centre-Forward,9,right,1.FC Köln,2023-06-30,2020-09-15,People In Sport,,Bundesliga
932,Florian Dietz,,24,1.9,Germany,Bad Neustadt an der Saale,1.0,1.0,Attack - Centre-Forward,33,right,1.FC Köln,2025-06-30,2022-07-01,ROOF,,Bundesliga
933,Maximilian Schmid,,20,1.84,Germany,Hanau,0.2,0.2,Attack - Centre-Forward,9,right,1.FC Köln II,2024-06-30,2022-07-01,ROGON U23,Nike,Other
934,Oliver Christensen,,24,1.9,Denmark,Kerteminde,4.5,4.5,Goalkeeper,1,right,Hertha BSC,2026-06-30,2021-08-26,Boutique Transfers,,Bundesliga
935,Tjark Ernst,,20,1.93,Germany,Stuttgart,0.4,0.4,Goalkeeper,12,both,Hertha BSC,2026-06-30,2022-09-01,BMS Sportconsulting ...,,Bundesliga
936,Rune Jarstein,Rune Almenning Jarstein,38,1.92,Norway,Porsgrunn,0.3,2.5,Goalkeeper,22,right,Hertha BSC,2023-06-30,2014-01-01,Golden Patch ...,,Bundesliga
937,Marc Oliver Kempf,,28,1.86,Germany,Lich,4.5,8.0,Defender - Centre-Back,20,left,Hertha BSC,2026-06-30,2022-01-25,Sports360 GmbH,,Bundesliga
938,Márton Dárdai,,21,1.88,Germany  Hungary,Berlin,4.0,6.0,Defender - Centre-Back,31,left,Hertha BSC,2025-06-30,2020-07-01,PRO Profil GmbH,Nike,Bundesliga
939,Agustín Rogel,Agustín Maximiliano Rogel Paita,25,1.91,Uruguay  Italy,Montevideo,3.0,4.5,Defender - Centre-Back,3,right,Hertha BSC,2026-06-30,2022-08-31,Ariel Krasouski,,Bundesliga
940,Filip Uremovic,Filip Uremović,26,1.84,Croatia,Požega,2.0,7.0,Defender - Centre-Back,5,right,Hertha BSC,2026-06-30,2022-07-01,Ivan Bosnjak,adidas,Bundesliga
941,Maximilian Mittelstädt,,26,1.8,Germany,Berlin,2.0,14.0,Defender - Left-Back,17,left,Hertha BSC,2027-06-30,2015-08-19,Sports360 GmbH,Nike,Bundesliga
942,Marvin Plattenhardt,,31,1.81,Germany,Filderstadt,2.0,17.0,Defender - Left-Back,21,left,Hertha BSC,2023-06-30,2014-07-01,Briem Soccer ...,Nike,Bundesliga
943,Lukas Ullrich,,19,1.8,Germany,Berlin,0.75,0.75,Defender - Left-Back,26,left,Hertha BSC II,2023-06-30,2022-07-01,SEG,Puma,Other
944,Jonjoe Kenny,,26,1.76,England,Liverpool,4.0,12.0,Defender - Right-Back,16,right,Hertha BSC,2025-06-30,2022-07-01,11WINS,,Bundesliga
945,Peter Pekarik,Peter Pekarík,36,1.77,Slovakia,Žilina,0.5,3.5,Defender - Right-Back,2,right,Hertha BSC,2023-06-30,2012-08-31,ROGON,,Bundesliga
946,Julian Eitschberger,,19,1.79,Germany,Hohen Neuendorf,0.35,0.35,Defender - Right-Back,42,right,Hertha BSC,2026-06-30,2022-07-01,B360 Sports,,Bundesliga
947,Lucas Tousart,,26,1.85,France,Arras,11.0,25.0,midfield - Defensive Midfield,29,right,Hertha BSC,2025-06-30,2020-01-27,Hexagon,,Bundesliga
948,Ivan Sunjic,Ivan Šunjić,26,1.85,Croatia,Zenica,4.0,6.0,midfield - Defensive Midfield,34,right,Hertha BSC,2023-06-30,2022-07-05,Soccertalk GmbH,,Bundesliga
949,Tolga Cigerci,Tolga Ciğerci,31,1.85,Turkey  Germany,Nordenham,1.5,4.5,midfield - Defensive Midfield,6,right,Hertha BSC,2024-06-30,2023-01-31,ROGON,,Bundesliga
950,Suat Serdar,,26,1.84,Germany  Turkey,Bingen,6.5,25.0,midfield - Central Midfield,8,right,Hertha BSC,2026-06-30,2021-07-01,Sports360 GmbH,,Bundesliga
951,Jean-Paul Boëtius,Jean-Paul Patrick Boëtius,29,1.78,Netherlands  Suriname,Rotterdam,2.0,6.0,midfield - Attacking Midfield,10,right,Hertha BSC,2025-06-30,2022-08-08,CAA Stellar,,Bundesliga
952,Kevin-Prince Boateng,,36,1.86,Ghana  Germany,Berlin,0.7,23.0,midfield - Attacking Midfield,27,right,Hertha BSC,2023-06-30,2021-07-01,Excellence Sport,Puma,Bundesliga
953,Chidera Ejuke,,25,1.76,Nigeria,Zaria,7.5,9.0,Attack - Left Winger,40,right,Hertha BSC,2023-06-30,2022-07-13,Aneke/PMG,Nike,Bundesliga
954,Dodi Lukébakio,Dodi Lukébakio Ngandoli,25,1.87,Belgium  DR Congo,Brussels,12.0,21.0,Attack - Right Winger,14,left,Hertha BSC,2024-06-30,2019-08-01,BoostMySport,Nike,Bundesliga
955,Marco Richter,,25,1.76,Germany,Friedberg,6.0,10.0,Attack - Right Winger,23,right,Hertha BSC,2025-06-30,2021-08-09,Sports360 GmbH,Nike,Bundesliga
956,Kelian Nsona,Kelian Nsona Wa Saka,21,1.89,France  DR Congo,Ivry-sur-Seine,1.2,1.2,Attack - Right Winger,28,right,Hertha BSC,2026-06-30,2022-01-31,ROGON,,Bundesliga
957,Jessic Ngankam,Jessic Gaïtan Ngankam,22,1.84,Germany  Cameroon,Berlin,3.5,3.5,Attack - Centre-Forward,24,right,Hertha BSC,2025-06-30,2022-07-02,Sports360 GmbH,,Bundesliga
958,Wilfried Kanga,Wilfried Kanga Aka,25,1.89,Cote d'Ivoire  France,Montreuil-sous-Bois,3.0,4.0,Attack - Centre-Forward,18,right,Hertha BSC,2026-06-30,2022-07-30,Lasana KOITA,,Bundesliga
959,Florian Niederlechner,,32,1.87,Germany,Ebersberg,2.2,10.0,Attack - Centre-Forward,7,right,Hertha BSC,2025-06-30,2023-01-18,Haspel ...,,Bundesliga
960,Stevan Jovetic,Cтeвaн Joвeтић,33,1.83,Montenegro  Serbia,Titograd,2.0,30.0,Attack - Centre-Forward,19,right,Hertha BSC,2023-06-30,2021-07-27,LIAN Sports Group,,Bundesliga
961,Derry Scherhant,Derry Lionel Scherhant,20,1.85,Germany,Berlin,0.7,0.7,Attack - Centre-Forward,39,right,Hertha BSC,2025-06-30,2022-07-01,Sports eXcellence ...,,Bundesliga
962,Ibrahim Maza,,17,1.77,Germany  Algeria,Berlin,0.25,0.25,Attack - Centre-Forward,10,right,Hertha BSC U19,2026-06-30,2022-07-01,Agent is known - Player under 18,,Other
963,Jiri Pavlenka,Jiří Pavlenka,31,1.96,Czech Republic,Hlučín,3.0,12.0,Goalkeeper,1,right,Werder Bremen,2025-06-30,2017-07-01,SPORT INVEST,,Bundesliga
964,Michael Zetterer,,27,1.87,Germany,München,0.5,0.8,Goalkeeper,30,both,Werder Bremen,,2015-01-27,EMG Mundial,,Bundesliga
965,Mio Backhaus,,19,1.94,Germany,Mönchengladbach,0.3,0.3,Goalkeeper,1,right,W. Bremen U19,,2021-07-01,feel soccer GmbH,,Other
966,Dudu,,24,1.96,Germany  Brazil,Duisburg,0.2,0.3,Goalkeeper,38,right,Werder Bremen,2024-06-30,2020-07-01,DC International ...,Puma,Bundesliga
967,Louis Lord,,19,1.9,Germany,Vechta,0.15,0.15,Goalkeeper,1,,W. Bremen II,,2021-07-01,CAA Stellar,,Other
968,Marco Friedl,,25,1.87,Austria,Kirchbichl,6.5,7.5,Defender - Centre-Back,32,left,Werder Bremen,2026-06-30,2019-07-01,YOU FIRST,,Bundesliga
969,Amos Pieper,,25,1.92,Germany,Lüdinghausen,6.0,7.0,Defender - Centre-Back,5,right,Werder Bremen,2026-06-30,2022-07-01,Sports360 GmbH,,Bundesliga
970,Niklas Stark,,28,1.9,Germany,Neustadt an der Aisch,5.5,20.0,Defender - Centre-Back,4,right,Werder Bremen,2026-06-30,2022-07-01,Sports360 GmbH,adidas,Bundesliga
971,Milos Veljkovic,Милош Вељковић,27,1.88,Serbia  Switzerland,Basel,5.0,12.0,Defender - Centre-Back,13,right,Werder Bremen,2025-06-30,2016-02-01,LIAN Sports Group,,Bundesliga
972,Fabio Chiarodia,Fabio Cristian Chiarodia,17,1.86,Italy  Germany,Oldenburg,1.0,1.0,Defender - Centre-Back,39,left,Werder Bremen,2024-06-30,2021-10-07,,,Bundesliga
973,Lee Buchanan,Lee David Buchanan,22,1.79,England,Mansfield,3.5,3.5,Defender - Left-Back,26,left,Werder Bremen,2026-06-30,2022-07-04,Quantum Sport,,Bundesliga
974,Anthony Jung,,31,1.86,Germany  Spain,Villajoyosa,1.5,1.5,Defender - Left-Back,3,left,Werder Bremen,2024-06-30,2021-07-01,CAA Stellar,,Bundesliga
975,Mitchell Weiser,Mitchell-Elijah Weiser,29,1.77,Germany  Algeria,Troisdorf,5.5,14.0,Defender - Right-Back,8,right,Werder Bremen,2024-06-30,2022-07-15,ROOF,,Bundesliga
976,Felix Agu,,23,1.8,Germany  Nigeria,Osnabrück,1.0,2.5,Defender - Right-Back,27,right,Werder Bremen,2024-06-30,2020-07-01,TDS SPORTS,,Bundesliga
977,Ilia Gruev,Илия Илиев Груев,23,1.85,Bulgaria  Germany,Sofia,3.0,3.0,midfield - Defensive Midfield,28,left,Werder Bremen,2025-06-30,2019-07-01,feel soccer GmbH,,Bundesliga
